speed,elapsedTime,elapsedDistance,lateralAcceleration,longitudinalAcceleration,gear,gearRatio,engineSpeed,torque,power,downForce,dragForce,tractionControl,throttlePosition,brakePosition,cornerRadius,sectorIndex,maximumCornerSpeed,loadSensitiveLatGrip,loadSensitiveLongGrip,yawangle,yawvelocity,yawacceleration,xposition,yposition,trackelevation,fz,
Speed (linear),Time,Length,Acceleration (linear),Acceleration (linear),Unitless,Unitless,Speed (angular),Torque,Power,Force,Force,Ratio,Ratio,Ratio,Length,Unitless,Speed (linear),Unitless,Unitless,Angle,Speed (angular),Acceleration (angular),Length,Length,Length,Force,
km/h,s,m,m/s^2,m/s^2,-,-,rpm,N.m,hp,N,N,%,%,%,m,-,km/h,-,-,deg,rpm,deg/s^2,m,m,m,N,
76.6045952651335,0.670478666421901,13.632,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,13.0753267899505,3.472270037499,0.00551332343748946,13.7497938515723,0.972416022327273,0,2851.80893119487,
76.6045952651335,0.680488509791559,13.845,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,13.2838838942906,3.47279678207785,0.00551063201199578,13.9607975947403,1.01256730355978,0,2851.80893119487,
76.6045952651335,0.690498353161217,14.058,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,13.4924726269143,3.47332335939356,0.00550888215887298,14.1716220527226,1.05348021358292,0,2851.80893119487,
76.6045952651335,0.700508196530874,14.271,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,13.7010929804775,3.4738497945977,0.00550739543353392,14.3822644754513,1.0951540997942,0,2851.80893119487,
76.6045952651335,0.710518039900532,14.484,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,13.909744947189,3.47437609099539,0.00550594328512916,14.5927221152336,1.13758829966131,0,2851.80893119487,
76.6045952651335,0.720527883270189,14.697,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,14.1184285188331,3.47490224495181,0.00550445311044732,14.802992226788,1.18078214073073,0,2851.80893119487,
76.6045952651335,0.730537726639847,14.91,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,14.3271436867264,3.47542825013411,0.00550289668360057,15.0130720672799,1.22473494063651,0,2851.80893119487,
76.6045952651335,0.740547570009505,15.123,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,14.5358904417566,3.47595409959415,0.00550126756748497,15.2229588963578,1.26944600710924,0,2851.80893119487,
76.6045952651335,0.750557413379162,15.336,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,14.7446687743561,3.47647978595878,0.00549956131590382,15.4326499761885,1.31491463798498,0,2851.80893119487,
76.6045952651335,0.76056725674882,15.549,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,14.953478674515,3.47700530188092,0.00549777820148159,15.6421425714931,1.3611401212145,0,2851.80893119487,
76.6045952651335,0.770577100118477,15.762,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,15.1623201317673,3.47753063988947,0.0054959169268619,15.8514339495828,1.40812173487255,0,2851.80893119487,
76.6045952651335,0.780586943488135,15.975,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,15.3711931352083,3.47805579253317,0.00549397769954101,16.0605213803945,1.45585874716726,0,2851.80893119487,
76.6045952651335,0.790596786857793,16.188,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,15.5800976734849,3.47858075238968,0.00549196082207331,16.2694021365261,1.50435041644971,0,2851.80893119487,
76.6045952651335,0.80060663022745,16.401,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,15.7890337347883,3.47910551190408,0.00548986490742359,16.4780734932728,1.55359599122362,0,2851.80893119487,
76.6045952651335,0.810616473597108,16.614,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,15.9980013068689,3.47963006366412,0.00548769144834391,16.6865327286617,1.60359471015511,0,2851.80893119487,
76.6045952651335,0.820626316966765,16.827,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,16.2070003770168,3.48015440008555,0.00548543864530205,16.8947771234881,1.65434580208269,0,2851.80893119487,
76.6045952651335,0.830636160336423,17.04,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,16.4160309320815,3.48067851372331,0.00548310795423799,17.1028039613509,1.70584848602728,0,2851.80893119487,
76.6045952651335,0.840646003706081,17.253,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,16.6250929584513,3.48120239698817,0.00548069786727113,17.3106105286874,1.75810197120243,0,2851.80893119487,
76.6045952651335,0.850655847075738,17.466,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,16.8341864420692,3.4817260424007,0.00547820953274054,17.5181941148097,1.81110545702461,0,2851.80893119487,
76.6045952651335,0.860665690445396,17.679,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,17.0433113684191,3.48224944237587,0.00547564184628976,17.725552011939,1.86485813312369,0,2851.80893119487,
76.6045952651335,0.870675533815053,17.892,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,17.2524677225384,3.4827725893739,0.00547299528096327,17.9326815152419,1.91935917935348,0,2851.80893119487,
76.6045952651335,0.880685377184711,18.105,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,17.4616554890063,3.48329547583436,0.0054702696208354,18.139579922865,1.97460776580246,0,2851.80893119487,
76.6045952651335,0.890695220554369,18.318,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,17.6708746519452,3.48381809415425,0.00546746442073967,18.3462445359707,2.03060305280459,0,2851.80893119487,
76.6045952651335,0.900705063924026,18.531,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,17.8801251950268,3.48434043681607,0.00546458057474681,18.5526726587718,2.0873441909503,0,2851.80893119487,
76.6045952651335,0.910714907293684,18.744,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,18.0894071014634,3.48486249620812,0.00546161709775969,18.7588615985672,2.14483032109751,0,2851.80893119487,
76.6045952651335,0.920724750663341,18.957,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,18.2987203540203,3.48538426471929,0.00545857399570107,18.9648086657769,2.20306057438291,0,2851.80893119487,
76.6045952651335,0.930734594032999,19.17,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,18.5080649350022,3.48590573478998,0.0054554518075533,19.170511173977,2.26203407223325,0,2851.80893119487,
76.6045952651335,0.940744437402657,19.383,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,18.7174408262467,3.48642689871645,0.00545224902543578,19.3759664399348,2.32174992637683,0,2851.80893119487,
76.6045952651335,0.950754280772314,19.596,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,18.9268480091468,3.48694774893352,0.00544896709891098,19.5811717836438,2.38220723885508,0,2851.80893119487,
76.6045952651335,0.960764124141972,19.809,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,19.1362864646289,3.48746827779956,0.00544560522785716,19.7861245283586,2.44340510203428,0,2851.80893119487,
76.6045952651335,0.970773967511629,20.022,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,19.3457561731634,3.48798847767942,0.00544216348058015,19.9908220006302,2.50534259861741,0,2851.80893119487,
76.6045952651335,0.980783810881287,20.235,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,19.5552571147649,3.48850834091411,0.00543864160727588,20.1952615303403,2.5680188016561,0,2851.80893119487,
76.6045952651335,0.990793654250945,20.448,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,19.7647892689872,3.48902785985903,0.00543503975861982,20.3994404507366,2.63143277456274,0,2851.80893119487,
76.6045952651335,1.0008034976206,20.661,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,19.9743526149186,3.48954702682899,0.00543135751009753,20.6033560984674,2.69558357112271,0,2851.80893119487,
76.6045952651335,1.01081334099026,20.874,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,20.1839471311906,3.49006583417657,0.0054275952566152,20.8070058136164,2.76047023550671,0,2851.80893119487,
76.6045952651335,1.02082318435992,21.087,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,20.3935727959749,3.490584274212,0.00542375255535771,21.0103869397374,2.82609180228324,0,2851.80893119487,
76.6045952651335,1.03083302772957,21.3,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,20.6032295869834,3.49110233925363,0.00541982949098505,21.213496823889,2.8924472964312,0,2851.80893119487,
76.6045952651335,1.04084287109923,21.513,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,20.8129174814618,3.4916200216062,0.00541582592147851,21.4163328166691,2.9595357333526,0,2851.80893119487,
76.6045952651335,1.05085271446889,21.726,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,21.0226364561933,3.49213731356323,0.00541174172913709,21.6188922722497,3.02735611888543,0,2851.80893119487,
76.6045952651335,1.06086255783855,21.939,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,21.2323864875021,3.49265420743674,0.00540757710757072,21.8211725484111,3.09590744931662,0,2851.80893119487,
76.6045952651335,1.07087240120821,22.152,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,21.4421675512487,3.49317069551888,0.00540333184913896,22.0231710065768,3.16518871139513,0,2851.80893119487,
76.6045952651335,1.08088224457786,22.365,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,21.65197962283,3.49368677005004,0.00539900541204226,22.2248850118474,3.23519888234517,0,2851.80893119487,
76.6045952651335,1.09089208794752,22.578,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,21.8618226771797,3.49420242336221,0.0053945987547475,22.4263119330355,3.30593692987959,0,2851.80893119487,
76.6045952651335,1.10090193131718,22.791,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,22.0716966887599,3.49471764764746,0.00539011041333451,22.6274491426998,3.37740181221327,0,2851.80893119487,
76.6045952651335,1.11091177468684,23.004,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,22.2816016315803,3.49523243521794,0.00538554164426601,22.8282940171791,3.44959247807679,0,2851.80893119487,
76.6045952651335,1.12092161805649,23.217,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,22.491537479176,3.49574677829386,0.00538089148539835,23.0288439366272,3.52250786673012,0,2851.80893119487,
76.6045952651335,1.13093146142615,23.43,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,22.7015042046183,3.49626066913515,0.0053761603524561,23.2290962850466,3.59614690797644,0,2851.80893119487,
76.6045952651335,1.14094130479581,23.643,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,22.9115017805128,3.49677409999867,0.00537134821321902,23.4290484503226,3.67050852217612,0,2851.80893119487,
76.6045952651335,1.15095114816547,23.856,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,23.121530179002,3.49728706310456,0.0053664546837003,23.6286978242577,3.74559162026085,0,2851.80893119487,
76.6045952651335,1.16096099153512,24.069,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,23.3315893717634,3.49779955072152,0.00536148027175452,23.8280418026053,3.82139510374776,0,2851.80893119487,
76.6045952651335,1.17097083490478,24.282,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,23.5416793300011,3.49831155504093,0.00535642416862534,24.0270777851041,3.89791786475384,0,2851.80893119487,
76.6045952651335,1.18098067827444,24.495,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,23.7518000244586,3.4988230682892,0.00535128674055899,24.2258031755115,3.97515878601036,0,2851.80893119487,
76.6045952651335,1.1909905216441,24.708,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,23.9619514254097,3.48895127835202,-0.103275484604284,24.4242153816381,4.05311674087745,0,2851.80893119487,
76.6045952651335,1.20100036501375,24.921,7.55129245305041,0,1,4,4000,165,92.6847934257091,65.7689311948686,170.999221106658,0,8.77674920024619,0,59.963,1,76.6045952651335,1.2,1.2,24.1721335026579,3.48013683393277,-0.092213876582549,24.6223118153807,4.13179059335879,0,2851.80893119487,
76.3040219682025,1.21110008877465,25.134,7.49215072613185,-10.4830526041649,1,4,3984.30520801575,165.078473959921,92.3650341927165,65.2538288871991,169.659955106718,0,0,78.7889919823894,59.963,1,76.6045952651335,1.2,1.2,24.3823462255393,3.46123284666455,-0.196007431923742,24.8200898927571,4.21117919811647,0,2851.2938288872,
75.9228686004996,1.22125127133409,25.347,7.4174881821783,-10.5316513548423,1,4,3964.40283185235,165.177985840738,91.9590539149094,64.6035460718208,167.969219786734,0,0,79.2610552898647,59.963,1,76.6045952651335,1.2,1.2,24.5925895629215,3.44342473680338,-0.183708734710161,25.0175470339388,4.29128140048588,0,2850.64354607182,
75.5379972245004,1.23145494896315,25.56,7.34247670925959,-10.5795701561976,1,4,3944.30631546625,165.278468422669,91.548549030418,63.9502242157426,166.270582960931,0,0,79.7280027184527,59.963,1,76.6045952651335,1.2,1.2,24.8028634832059,3.42586278778509,-0.180237270078075,25.2146806632854,4.37209603649085,0,2849.99022421574,
75.1493753405201,1.2417121866252,25.773,7.26712106991488,-10.6268089637205,1,4,3924.01396184775,165.379930190761,91.1334683657005,63.2939047988982,164.564152477135,0,0,80.189827467032,59.963,1,76.6045952651335,1.2,1.2,25.0131679543272,3.40826264206217,-0.179686091996686,25.4114882093779,4.45362193285876,0,2849.3339047989,
74.7569692020518,1.25202407917989,25.986,7.19142602479929,-10.6733677243994,1,4,3903.52400888291,165.482379955585,90.7137590586201,62.634629284812,162.850036140511,0,0,80.6465226003831,59.963,1,76.6045952651335,1.2,1.2,25.2235029437474,3.39052835346055,-0.180095976537143,25.6079671050523,4.53585790703591,0,2848.67462928481,
74.3607437658373,1.26239175265168,26.199,7.11539633263624,-10.7192463782617,1,4,3882.83462674634,165.585826866268,90.289366490783,61.9724391201841,161.128341712479,0,0,81.0980810625855,59.963,1,76.6045952651335,1.2,1.2,25.4338684184594,3.37262673631176,-0.180817130204528,25.8041147874331,4.61880276720292,0,2848.01243912018,
73.9606626391085,1.27281636556726,26.412,7.03903675015233,-10.7644448598405,1,4,3861.94391514639,165.690280424268,89.8602342160643,61.3073757343231,159.39917690924,0,0,81.5444956898343,59.963,1,76.6045952651335,1.2,1.2,25.6442643449851,3.35454547998219,-0.181634056863525,25.9999286979666,4.70245531229029,0,2847.34737573432,
73.5566880238149,1.28329911036637,26.625,6.96235203199488,-10.8089630995707,1,4,3840.84990041291,165.795750497935,89.4263038850726,60.6394805384274,157.662649399911,0,0,81.9857592227063,59.963,1,76.6045952651335,1.2,1.2,25.854690689378,3.33627918505129,-0.18247529332868,26.1954062824547,4.78681433199408,0,2846.67948053843,
73.1487806576381,1.29384121489129,26.838,6.88534693063198,-10.8528010251179,1,4,3819.5505324173,165.902247337914,88.9875151652797,59.9687949247157,155.918866804261,0,0,82.4218643179062,59.963,1,76.6045952651335,1.2,1.2,26.0651474172263,3.31782470676579,-0.183317139604374,26.3905449910877,4.87187860679168,0,2846.00879492472,
72.7368997515761,1.30444394396029,27.051,6.80802619623515,-10.8959585626452,1,4,3798.04368131332,166.009781593433,88.5438056565252,59.2953602654042,154.167936690051,0,0,82.8528035595191,59.963,1,76.6045952651335,1.2,1.2,26.2756344936416,3.29917960055081,-0.184151735303861,26.585342278478,4.95764690795776,0,2845.3353602654,
72.3210029238638,1.31510860103098,27.264,6.73039457654431,-10.938435638018,1,4,3776.32713408673,166.118364329566,88.0951108015747,58.6192179115307,152.40996656998,0,0,83.2785694697955,59.963,1,76.6045952651335,1.2,1.2,26.4861518832658,3.2803416017202,-0.184976470542816,26.7797956036929,5.04411799758027,0,2844.65921791153,
71.9010461299744,1.32583652996004,27.477,6.65245681671484,-10.9802321779528,1,4,3754.3985909002,166.228007045499,87.6413637913911,57.9404091916226,150.645063898219,0,0,83.6991545194914,59.963,1,76.6045952651335,1.2,1.2,26.6966995502679,3.26130844941807,-0.185790478424597,26.9739024302884,5.1312906285766,0,2843.98040919162,
71.4769835884278,1.33662911686619,27.69,6.57421765914646,-11.0213481111103,1,4,3732.25566121934,166.338721693903,87.1824954647418,57.2589754102067,148.873336066537,0,0,84.1145511377871,59.963,1,76.6045952651335,1.2,1.2,26.9072774583544,3.24207782554173,-0.186593468335262,27.1676602263416,5.21916354470987,0,2843.29897541021,
71.0487677021042,1.34748779210405,27.903,6.49568184329354,-11.0617833691365,1,4,3709.89585970396,166.45052070148,86.7184342017386,56.5749578461569,147.094890400008,0,0,84.5247517218043,59.963,1,76.6045952651335,1.2,1.2,27.1178855707547,3.222647331428,-0.187385343135512,27.361066464484,5.3077354806053,0,2842.61495784616,
70.6163489747389,1.35841403235699,28.116,6.41685410545623,-11.1015378876537,1,4,3687.31660184777,166.563416990761,86.2491058108675,55.8883977508748,145.309834152274,0,0,84.9297486457416,59.963,1,76.6045952651335,1.2,1.2,27.3285238502292,3.20301447733937,-0.188166068552996,27.5541186219346,5.39700516176675,0,2841.92839775087,
70.1796759222434,1.36940936285804,28.329,6.33773917855198,-11.1406116072037,1,4,3664.51519934787,166.677424003261,85.7744334090292,55.1993363463001,143.51827450038,0,0,85.329534269646,59.963,1,76.6045952651335,1.2,1.2,27.5391922590647,3.18317667572873,-0.188935632865344,27.7468141805329,5.48697130459332,0,2841.2393363463,
69.7386949784654,1.38047535974849,28.542,6.2583417918666,-11.1790044741452,1,4,3641.48885518396,166.79255572408,85.2943372940676,54.5078148227425,141.720318539131,0,0,85.7241009478377,59.963,1,76.6045952651335,1.2,1.2,27.7498907590801,3.163131235776,-0.189694031535991,27.9391506267713,5.5776326163961,0,2840.54781482274,
69.293350394968,1.39161365258495,28.755,6.17866667078418,-11.2167164415064,1,4,3618.23465838513,166.908826708074,84.8087348092148,53.8138743365287,139.916073274975,0,0,86.1134410370034,59.963,1,76.6045952651335,1.2,1.2,27.9606193116208,3.14287535795826,-0.190441263841073,28.1311254518284,5.66898779541509,0,2839.85387433653,
68.8435841343675,1.40282592700633,28.968,6.0987185364948,-11.2537474697966,1,4,3594.74957846042,167.026252107698,84.3175401988313,53.1175560074574,138.105645619389,0,0,86.4975469039738,59.963,1,76.6045952651335,1.2,1.2,28.1713778775615,3.12240612860625,-0.191177329832766,28.3227361516014,5.76103553083611,0,2839.15755600746,
68.3893357567267,1.4141139275736,29.181,6.01850210567903,-11.2900975277755,1,4,3571.03045946665,167.144847702667,83.8206644547604,52.4189009160513,136.289142381733,0,0,86.8764109331977,59.963,1,76.6045952651335,1.2,1.2,28.3821664173005,3.10172051388027,-0.191902232436502,28.513980226739,5.85377450280796,0,2838.45890091605,
67.9305422984536,1.42547946079621,29.394,5.93802209016804,-11.3257665931839,1,4,3547.07401368503,167.264629931575,83.3180151525516,51.7179501005964,134.466670261551,0,0,87.2500255339268,59.963,1,76.6045952651335,1.2,1.2,28.5929848907726,3.08081535384111,-0.192615972973749,28.7048551826738,5.94720338245962,0,2837.7579501006,
67.4671381431026,1.43692439836039,29.607,5.85728319657782,-11.360754653436,1,4,3522.87681487485,167.385615925626,82.8094962767384,51.0147445539565,132.638335840287,0,0,87.6183831471217,59.963,1,76.6045952651335,1.2,1.2,28.8038332574264,3.05968735538774,-0.193318557816276,28.8953585296551,6.04132083191758,0,2837.05474455396,
66.9990548834165,1.44845068057618,29.82,5.77629012591595,-11.3950617062748,1,4,3498.43529106986,167.507823544651,82.2950080342732,50.3093252201483,130.804245572385,0,0,87.9814762520914,59.963,1,76.6045952651335,1.2,1.2,29.0147114762579,3.03833308561029,-0.194009990384445,29.0854877827812,6.13612550432335,0,2836.34932522015,
66.5262211738823,1.46006032006156,30.033,5.6950475731592,-11.4286877603911,1,4,3473.74571687929,167.631271415604,81.7744466551385,49.6017329906624,128.964505775722,0,0,88.3392973728752,59.963,1,76.6045952651335,1.2,1.2,29.2256195057724,3.01674896377575,-0.194690279214367,29.2752404620318,6.23161604385095,0,2835.64173299066,
66.0485625730016,1.47175540568408,30.246,5.61356022679998,-11.4616328360082,1,4,3448.80420525182,167.755978973741,81.24770417905,48.8920087005129,127.119222621334,0,0,88.6918390843778,59.963,1,76.6045952651335,1.2,1.2,29.436557304014,2.99493125348602,-0.195359431521512,29.4646140923005,6.32779108572469,0,2834.93200870051,
